,City,Total Price,Rupee_per_area(sq-feet),Area,Apartement
97353,Greater Noida,67.7,4299.0,1575,3.0
97354,Greater Noida,76.21,5293.0,1440,3.0
97356,Greater Noida,37.39,3800.0,984,2.0
97357,Noida,3.87,11000.0,3525,4.0
97359,Lucknow,49.0,4000.0,1225,2.0
97360,Ghaziabad,57.25,5000.0,1145,2.0
97361,Ghaziabad,2.06,8300.0,2485,3.0
97362,Greater Noida,53.12,4660.0,1140,2.0
97363,Greater Noida,47.31,3850.0,1229,2.0
97364,Greater Noida,78.75,4716.0,1670,3.0
97366,Greater Noida,71.89,4424.0,1625,3.0
97367,Ghaziabad,17.03,4518.0,377,1.0
97368,Ghaziabad,28.8,2400.0,1200,2.0
97369,Ghaziabad,98.0,4900.0,2000,3.0
97371,Greater Noida,51.89,4850.0,1070,2.0
97372,Greater Noida,78.72,4700.0,1675,3.0
97373,Greater Noida,67.7,4299.0,1575,3.0
97374,Greater Noida,76.21,5293.0,1440,3.0
97376,Greater Noida,37.39,3800.0,984,2.0
97377,Noida,3.87,11000.0,3525,4.0
97379,Lucknow,49.0,4000.0,1225,2.0
97380,Ghaziabad,57.25,5000.0,1145,2.0
97381,Ghaziabad,2.06,8300.0,2485,3.0
97382,Greater Noida,53.12,4660.0,1140,2.0
97383,Greater Noida,47.31,3850.0,1229,2.0
97384,Greater Noida,78.75,4716.0,1670,3.0
97386,Greater Noida,71.89,4424.0,1625,3.0
97387,Ghaziabad,17.03,4518.0,377,1.0
97388,Ghaziabad,28.8,2400.0,1200,2.0
97389,Ghaziabad,98.0,4900.0,2000,3.0
97391,Greater Noida,51.89,4850.0,1070,2.0
97392,Greater Noida,78.72,4700.0,1675,3.0
97393,Greater Noida,67.7,4299.0,1575,3.0
97394,Greater Noida,76.21,5293.0,1440,3.0
97396,Greater Noida,37.39,3800.0,984,2.0
97397,Noida,3.87,11000.0,3525,4.0
97399,Lucknow,49.0,4000.0,1225,2.0
97400,Ghaziabad,57.25,5000.0,1145,2.0
97401,Ghaziabad,2.06,8300.0,2485,3.0
97402,Greater Noida,53.12,4660.0,1140,2.0
97403,Greater Noida,47.31,3850.0,1229,2.0
97404,Greater Noida,78.75,4716.0,1670,3.0
97406,Greater Noida,71.89,4424.0,1625,3.0
97407,Ghaziabad,17.03,4518.0,377,1.0
97408,Ghaziabad,28.8,2400.0,1200,2.0
97409,Ghaziabad,98.0,4900.0,2000,3.0
97411,Greater Noida,51.89,4850.0,1070,2.0
97412,Greater Noida,78.72,4700.0,1675,3.0
97413,Greater Noida,67.7,4299.0,1575,3.0
97414,Greater Noida,76.21,5293.0,1440,3.0
97416,Greater Noida,37.39,3800.0,984,2.0
97417,Noida,3.87,11000.0,3525,4.0
97419,Lucknow,49.0,4000.0,1225,2.0
97420,Ghaziabad,57.25,5000.0,1145,2.0
97421,Ghaziabad,2.06,8300.0,2485,3.0
97422,Greater Noida,53.12,4660.0,1140,2.0
97423,Greater Noida,47.31,3850.0,1229,2.0
97424,Greater Noida,78.75,4716.0,1670,3.0
97426,Greater Noida,71.89,4424.0,1625,3.0
97427,Ghaziabad,17.03,4518.0,377,1.0
97428,Ghaziabad,28.8,2400.0,1200,2.0
97429,Ghaziabad,98.0,4900.0,2000,3.0
97431,Greater Noida,51.89,4850.0,1070,2.0
97432,Greater Noida,78.72,4700.0,1675,3.0
97433,Greater Noida,67.7,4299.0,1575,3.0
97434,Greater Noida,76.21,5293.0,1440,3.0
97436,Greater Noida,37.39,3800.0,984,2.0
97437,Noida,3.87,11000.0,3525,4.0
97439,Lucknow,49.0,4000.0,1225,2.0
97440,Ghaziabad,57.25,5000.0,1145,2.0
97441,Ghaziabad,2.06,8300.0,2485,3.0
97442,Greater Noida,53.12,4660.0,1140,2.0
97443,Greater Noida,47.31,3850.0,1229,2.0
97444,Greater Noida,78.75,4716.0,1670,3.0
97446,Greater Noida,71.89,4424.0,1625,3.0
97447,Ghaziabad,17.03,4518.0,377,1.0
97448,Ghaziabad,28.8,2400.0,1200,2.0
97449,Ghaziabad,98.0,4900.0,2000,3.0
97451,Greater Noida,51.89,4850.0,1070,2.0
97452,Greater Noida,78.72,4700.0,1675,3.0
97453,Greater Noida,67.7,4299.0,1575,3.0
97454,Greater Noida,76.21,5293.0,1440,3.0
97456,Greater Noida,37.39,3800.0,984,2.0
97457,Noida,3.87,11000.0,3525,4.0
97459,Lucknow,49.0,4000.0,1225,2.0
97460,Ghaziabad,57.25,5000.0,1145,2.0
97461,Ghaziabad,2.06,8300.0,2485,3.0
97462,Greater Noida,53.12,4660.0,1140,2.0
97463,Greater Noida,47.31,3850.0,1229,2.0
97464,Greater Noida,78.75,4716.0,1670,3.0
97466,Greater Noida,71.89,4424.0,1625,3.0
97467,Ghaziabad,17.03,4518.0,377,1.0
97468,Ghaziabad,28.8,2400.0,1200,2.0
97469,Ghaziabad,98.0,4900.0,2000,3.0
97471,Greater Noida,51.89,4850.0,1070,2.0
97472,Greater Noida,78.72,4700.0,1675,3.0
97473,Greater Noida,67.7,4299.0,1575,3.0
97474,Greater Noida,76.21,5293.0,1440,3.0
97476,Greater Noida,37.39,3800.0,984,2.0
97477,Noida,3.87,11000.0,3525,4.0
97479,Lucknow,49.0,4000.0,1225,2.0
97480,Ghaziabad,57.25,5000.0,1145,2.0
97481,Ghaziabad,2.06,8300.0,2485,3.0
97482,Greater Noida,53.12,4660.0,1140,2.0
97483,Greater Noida,47.31,3850.0,1229,2.0
97484,Greater Noida,78.75,4716.0,1670,3.0
97486,Greater Noida,71.89,4424.0,1625,3.0
97487,Ghaziabad,17.03,4518.0,377,1.0
97488,Ghaziabad,28.8,2400.0,1200,2.0
97489,Ghaziabad,98.0,4900.0,2000,3.0
97491,Greater Noida,51.89,4850.0,1070,2.0
97492,Greater Noida,78.72,4700.0,1675,3.0
97493,Greater Noida,67.7,4299.0,1575,3.0
97494,Greater Noida,76.21,5293.0,1440,3.0
97496,Greater Noida,37.39,3800.0,984,2.0
97497,Noida,3.87,11000.0,3525,4.0
97499,Lucknow,49.0,4000.0,1225,2.0
97500,Ghaziabad,57.25,5000.0,1145,2.0
97501,Ghaziabad,2.06,8300.0,2485,3.0
97502,Greater Noida,53.12,4660.0,1140,2.0
97503,Greater Noida,47.31,3850.0,1229,2.0
97504,Greater Noida,78.75,4716.0,1670,3.0
97506,Greater Noida,71.89,4424.0,1625,3.0
97507,Ghaziabad,17.03,4518.0,377,1.0
97508,Ghaziabad,28.8,2400.0,1200,2.0
97509,Ghaziabad,98.0,4900.0,2000,3.0
97511,Greater Noida,51.89,4850.0,1070,2.0
97512,Greater Noida,78.72,4700.0,1675,3.0
97513,Greater Noida,67.7,4299.0,1575,3.0
97514,Greater Noida,76.21,5293.0,1440,3.0
97516,Greater Noida,37.39,3800.0,984,2.0
97517,Noida,3.87,11000.0,3525,4.0
97519,Lucknow,49.0,4000.0,1225,2.0
97520,Ghaziabad,57.25,5000.0,1145,2.0
97521,Ghaziabad,2.06,8300.0,2485,3.0
97522,Greater Noida,53.12,4660.0,1140,2.0
97523,Greater Noida,47.31,3850.0,1229,2.0
97524,Greater Noida,78.75,4716.0,1670,3.0
97526,Greater Noida,71.89,4424.0,1625,3.0
97527,Ghaziabad,17.03,4518.0,377,1.0
97528,Ghaziabad,28.8,2400.0,1200,2.0
97529,Ghaziabad,98.0,4900.0,2000,3.0
97531,Greater Noida,51.89,4850.0,1070,2.0
97532,Greater Noida,78.72,4700.0,1675,3.0
97533,Greater Noida,67.7,4299.0,1575,3.0
97534,Greater Noida,76.21,5293.0,1440,3.0
97536,Greater Noida,37.39,3800.0,984,2.0
97537,Noida,3.87,11000.0,3525,4.0
97539,Lucknow,49.0,4000.0,1225,2.0
97540,Ghaziabad,57.25,5000.0,1145,2.0
97541,Ghaziabad,2.06,8300.0,2485,3.0
97542,Greater Noida,53.12,4660.0,1140,2.0
97543,Greater Noida,47.31,3850.0,1229,2.0
97544,Greater Noida,78.75,4716.0,1670,3.0
97546,Greater Noida,71.89,4424.0,1625,3.0
97547,Ghaziabad,17.03,4518.0,377,1.0
97548,Ghaziabad,28.8,2400.0,1200,2.0
97549,Ghaziabad,98.0,4900.0,2000,3.0
97551,Greater Noida,51.89,4850.0,1070,2.0
97552,Greater Noida,78.72,4700.0,1675,3.0
97553,Greater Noida,67.7,4299.0,1575,3.0
97554,Greater Noida,76.21,5293.0,1440,3.0
97556,Greater Noida,37.39,3800.0,984,2.0
97557,Noida,3.87,11000.0,3525,4.0
97559,Lucknow,49.0,4000.0,1225,2.0
97560,Ghaziabad,57.25,5000.0,1145,2.0
97561,Ghaziabad,2.06,8300.0,2485,3.0
97562,Greater Noida,53.12,4660.0,1140,2.0
97563,Greater Noida,47.31,3850.0,1229,2.0
97564,Greater Noida,78.75,4716.0,1670,3.0
97566,Greater Noida,71.89,4424.0,1625,3.0
97567,Ghaziabad,17.03,4518.0,377,1.0
97568,Ghaziabad,28.8,2400.0,1200,2.0
97569,Ghaziabad,98.0,4900.0,2000,3.0
97571,Greater Noida,51.89,4850.0,1070,2.0
97572,Greater Noida,78.72,4700.0,1675,3.0
97573,Greater Noida,67.7,4299.0,1575,3.0
97574,Greater Noida,76.21,5293.0,1440,3.0
97576,Greater Noida,37.39,3800.0,984,2.0
97577,Noida,3.87,11000.0,3525,4.0
97579,Lucknow,49.0,4000.0,1225,2.0
97580,Ghaziabad,57.25,5000.0,1145,2.0
97581,Ghaziabad,2.06,8300.0,2485,3.0
97582,Greater Noida,53.12,4660.0,1140,2.0
97583,Greater Noida,47.31,3850.0,1229,2.0
97584,Greater Noida,78.75,4716.0,1670,3.0
97586,Greater Noida,71.89,4424.0,1625,3.0
97587,Ghaziabad,17.03,4518.0,377,1.0
97588,Ghaziabad,28.8,2400.0,1200,2.0
97589,Ghaziabad,98.0,4900.0,2000,3.0
97591,Greater Noida,51.89,4850.0,1070,2.0
97592,Greater Noida,78.72,4700.0,1675,3.0
97593,Greater Noida,67.7,4299.0,1575,3.0
97594,Greater Noida,76.21,5293.0,1440,3.0
97596,Greater Noida,37.39,3800.0,984,2.0
97597,Noida,3.87,11000.0,3525,4.0
97599,Lucknow,49.0,4000.0,1225,2.0
97600,Ghaziabad,57.25,5000.0,1145,2.0
97601,Ghaziabad,2.06,8300.0,2485,3.0
97602,Greater Noida,53.12,4660.0,1140,2.0
97603,Greater Noida,47.31,3850.0,1229,2.0
97604,Greater Noida,78.75,4716.0,1670,3.0
97606,Greater Noida,71.89,4424.0,1625,3.0
97607,Ghaziabad,17.03,4518.0,377,1.0
97608,Ghaziabad,28.8,2400.0,1200,2.0
97609,Ghaziabad,98.0,4900.0,2000,3.0
97611,Greater Noida,51.89,4850.0,1070,2.0
97612,Greater Noida,78.72,4700.0,1675,3.0
97613,Greater Noida,67.7,4299.0,1575,3.0
97614,Greater Noida,76.21,5293.0,1440,3.0
97616,Greater Noida,37.39,3800.0,984,2.0
97617,Noida,3.87,11000.0,3525,4.0
97619,Lucknow,49.0,4000.0,1225,2.0
97620,Ghaziabad,57.25,5000.0,1145,2.0
97621,Ghaziabad,2.06,8300.0,2485,3.0
97622,Greater Noida,53.12,4660.0,1140,2.0
97623,Greater Noida,47.31,3850.0,1229,2.0
97624,Greater Noida,78.75,4716.0,1670,3.0
97626,Greater Noida,71.89,4424.0,1625,3.0
97627,Ghaziabad,17.03,4518.0,377,1.0
97628,Ghaziabad,28.8,2400.0,1200,2.0
97629,Ghaziabad,98.0,4900.0,2000,3.0
97631,Greater Noida,51.89,4850.0,1070,2.0
97632,Greater Noida,78.72,4700.0,1675,3.0
97633,Greater Noida,67.7,4299.0,1575,3.0
97634,Greater Noida,76.21,5293.0,1440,3.0
97636,Greater Noida,37.39,3800.0,984,2.0
97637,Noida,3.87,11000.0,3525,4.0
97639,Lucknow,49.0,4000.0,1225,2.0
97640,Ghaziabad,57.25,5000.0,1145,2.0
97641,Ghaziabad,2.06,8300.0,2485,3.0
97642,Greater Noida,53.12,4660.0,1140,2.0
97643,Greater Noida,47.31,3850.0,1229,2.0
97644,Greater Noida,78.75,4716.0,1670,3.0
97646,Greater Noida,71.89,4424.0,1625,3.0
97647,Ghaziabad,17.03,4518.0,377,1.0
97648,Ghaziabad,28.8,2400.0,1200,2.0
97649,Ghaziabad,98.0,4900.0,2000,3.0
97651,Greater Noida,51.89,4850.0,1070,2.0
97652,Greater Noida,78.72,4700.0,1675,3.0
97653,Greater Noida,67.7,4299.0,1575,3.0
97654,Greater Noida,76.21,5293.0,1440,3.0
97656,Greater Noida,37.39,3800.0,984,2.0
97657,Noida,3.87,11000.0,3525,4.0
97659,Lucknow,49.0,4000.0,1225,2.0
97660,Ghaziabad,57.25,5000.0,1145,2.0
97661,Ghaziabad,2.06,8300.0,2485,3.0
97662,Greater Noida,53.12,4660.0,1140,2.0
97663,Greater Noida,47.31,3850.0,1229,2.0
97664,Greater Noida,78.75,4716.0,1670,3.0
97666,Greater Noida,71.89,4424.0,1625,3.0
97667,Ghaziabad,17.03,4518.0,377,1.0
97668,Ghaziabad,28.8,2400.0,1200,2.0
97669,Ghaziabad,98.0,4900.0,2000,3.0
97671,Greater Noida,51.89,4850.0,1070,2.0
97672,Greater Noida,78.72,4700.0,1675,3.0
97673,Greater Noida,67.7,4299.0,1575,3.0
97674,Greater Noida,76.21,5293.0,1440,3.0
97676,Greater Noida,37.39,3800.0,984,2.0
97677,Noida,3.87,11000.0,3525,4.0
97679,Lucknow,49.0,4000.0,1225,2.0
97680,Ghaziabad,57.25,5000.0,1145,2.0
97681,Ghaziabad,2.06,8300.0,2485,3.0
97682,Greater Noida,53.12,4660.0,1140,2.0
97683,Greater Noida,47.31,3850.0,1229,2.0
97684,Greater Noida,78.75,4716.0,1670,3.0
97686,Greater Noida,71.89,4424.0,1625,3.0
97687,Ghaziabad,17.03,4518.0,377,1.0
97688,Ghaziabad,28.8,2400.0,1200,2.0
97689,Ghaziabad,98.0,4900.0,2000,3.0
97691,Greater Noida,51.89,4850.0,1070,2.0
97692,Greater Noida,78.72,4700.0,1675,3.0
97693,Greater Noida,67.7,4299.0,1575,3.0
97694,Greater Noida,76.21,5293.0,1440,3.0
97696,Greater Noida,37.39,3800.0,984,2.0
97697,Noida,3.87,11000.0,3525,4.0
97699,Lucknow,49.0,4000.0,1225,2.0
97700,Ghaziabad,57.25,5000.0,1145,2.0
97701,Ghaziabad,2.06,8300.0,2485,3.0
97702,Greater Noida,53.12,4660.0,1140,2.0
97703,Greater Noida,47.31,3850.0,1229,2.0
97704,Greater Noida,78.75,4716.0,1670,3.0
97706,Greater Noida,71.89,4424.0,1625,3.0
97707,Ghaziabad,17.03,4518.0,377,1.0
97708,Ghaziabad,28.8,2400.0,1200,2.0
97709,Ghaziabad,98.0,4900.0,2000,3.0
97711,Greater Noida,51.89,4850.0,1070,2.0
97712,Greater Noida,78.72,4700.0,1675,3.0
97713,Greater Noida,67.7,4299.0,1575,3.0
97714,Greater Noida,76.21,5293.0,1440,3.0
97716,Greater Noida,37.39,3800.0,984,2.0
97717,Noida,3.87,11000.0,3525,4.0
97719,Lucknow,49.0,4000.0,1225,2.0
97720,Ghaziabad,57.25,5000.0,1145,2.0
97721,Ghaziabad,2.06,8300.0,2485,3.0
97722,Greater Noida,53.12,4660.0,1140,2.0
97723,Greater Noida,47.31,3850.0,1229,2.0
97724,Greater Noida,78.75,4716.0,1670,3.0
97726,Greater Noida,71.89,4424.0,1625,3.0
97727,Ghaziabad,17.03,4518.0,377,1.0
97728,Ghaziabad,28.8,2400.0,1200,2.0
97729,Ghaziabad,98.0,4900.0,2000,3.0
97731,Greater Noida,51.89,4850.0,1070,2.0
97732,Greater Noida,78.72,4700.0,1675,3.0
97733,Greater Noida,67.7,4299.0,1575,3.0
97734,Greater Noida,76.21,5293.0,1440,3.0
97736,Greater Noida,37.39,3800.0,984,2.0
97737,Noida,3.87,11000.0,3525,4.0
97739,Lucknow,49.0,4000.0,1225,2.0
97740,Ghaziabad,57.25,5000.0,1145,2.0
97741,Ghaziabad,2.06,8300.0,2485,3.0
97742,Greater Noida,53.12,4660.0,1140,2.0
97743,Greater Noida,47.31,3850.0,1229,2.0
97744,Greater Noida,78.75,4716.0,1670,3.0
97746,Greater Noida,71.89,4424.0,1625,3.0
97747,Ghaziabad,17.03,4518.0,377,1.0
97748,Ghaziabad,28.8,2400.0,1200,2.0
97749,Ghaziabad,98.0,4900.0,2000,3.0
97751,Greater Noida,51.89,4850.0,1070,2.0
97752,Greater Noida,78.72,4700.0,1675,3.0
97753,Greater Noida,67.7,4299.0,1575,3.0
97754,Greater Noida,76.21,5293.0,1440,3.0
97756,Greater Noida,37.39,3800.0,984,2.0
97757,Noida,3.87,11000.0,3525,4.0
97759,Lucknow,49.0,4000.0,1225,2.0
97760,Ghaziabad,57.25,5000.0,1145,2.0
97761,Ghaziabad,2.06,8300.0,2485,3.0
97762,Greater Noida,53.12,4660.0,1140,2.0
97763,Greater Noida,47.31,3850.0,1229,2.0
97764,Greater Noida,78.75,4716.0,1670,3.0
97766,Greater Noida,71.89,4424.0,1625,3.0
97767,Ghaziabad,17.03,4518.0,377,1.0
97768,Ghaziabad,28.8,2400.0,1200,2.0
97769,Ghaziabad,98.0,4900.0,2000,3.0
97771,Greater Noida,51.89,4850.0,1070,2.0
97772,Greater Noida,78.72,4700.0,1675,3.0
97773,Greater Noida,67.7,4299.0,1575,3.0
97774,Greater Noida,76.21,5293.0,1440,3.0
97776,Greater Noida,37.39,3800.0,984,2.0
97777,Noida,3.87,11000.0,3525,4.0
97779,Lucknow,49.0,4000.0,1225,2.0
97780,Ghaziabad,57.25,5000.0,1145,2.0
97781,Ghaziabad,2.06,8300.0,2485,3.0
97782,Greater Noida,53.12,4660.0,1140,2.0
97783,Greater Noida,47.31,3850.0,1229,2.0
97784,Greater Noida,78.75,4716.0,1670,3.0
97786,Greater Noida,71.89,4424.0,1625,3.0
97787,Ghaziabad,17.03,4518.0,377,1.0
97788,Ghaziabad,28.8,2400.0,1200,2.0
97789,Ghaziabad,98.0,4900.0,2000,3.0
97791,Greater Noida,51.89,4850.0,1070,2.0
97792,Greater Noida,78.72,4700.0,1675,3.0
97793,Greater Noida,67.7,4299.0,1575,3.0
97794,Greater Noida,76.21,5293.0,1440,3.0
97796,Greater Noida,37.39,3800.0,984,2.0
97797,Noida,3.87,11000.0,3525,4.0
97799,Lucknow,49.0,4000.0,1225,2.0
97800,Ghaziabad,57.25,5000.0,1145,2.0
97801,Ghaziabad,2.06,8300.0,2485,3.0
97802,Greater Noida,53.12,4660.0,1140,2.0
97803,Greater Noida,47.31,3850.0,1229,2.0
97804,Greater Noida,78.75,4716.0,1670,3.0
97806,Greater Noida,71.89,4424.0,1625,3.0
97807,Ghaziabad,17.03,4518.0,377,1.0
97808,Ghaziabad,28.8,2400.0,1200,2.0
97809,Ghaziabad,98.0,4900.0,2000,3.0
97811,Greater Noida,51.89,4850.0,1070,2.0
97812,Greater Noida,78.72,4700.0,1675,3.0
97813,Greater Noida,67.7,4299.0,1575,3.0
97814,Greater Noida,76.21,5293.0,1440,3.0
97816,Greater Noida,37.39,3800.0,984,2.0
97817,Noida,3.87,11000.0,3525,4.0
97819,Lucknow,49.0,4000.0,1225,2.0
97820,Ghaziabad,57.25,5000.0,1145,2.0
97821,Ghaziabad,2.06,8300.0,2485,3.0
97822,Greater Noida,53.12,4660.0,1140,2.0
97823,Greater Noida,47.31,3850.0,1229,2.0
97824,Greater Noida,78.75,4716.0,1670,3.0
97826,Greater Noida,71.89,4424.0,1625,3.0
97827,Ghaziabad,17.03,4518.0,377,1.0
97828,Ghaziabad,28.8,2400.0,1200,2.0
97829,Ghaziabad,98.0,4900.0,2000,3.0
97831,Greater Noida,51.89,4850.0,1070,2.0
97832,Greater Noida,78.72,4700.0,1675,3.0
97833,Greater Noida,67.7,4299.0,1575,3.0
97834,Greater Noida,76.21,5293.0,1440,3.0
97836,Greater Noida,37.39,3800.0,984,2.0
97837,Noida,3.87,11000.0,3525,4.0
97839,Lucknow,49.0,4000.0,1225,2.0
97840,Ghaziabad,57.25,5000.0,1145,2.0
97841,Ghaziabad,2.06,8300.0,2485,3.0
97842,Greater Noida,53.12,4660.0,1140,2.0
97843,Greater Noida,47.31,3850.0,1229,2.0
97844,Greater Noida,78.75,4716.0,1670,3.0
97846,Greater Noida,71.89,4424.0,1625,3.0
97847,Ghaziabad,17.03,4518.0,377,1.0
97848,Ghaziabad,28.8,2400.0,1200,2.0
97849,Ghaziabad,98.0,4900.0,2000,3.0
97851,Greater Noida,51.89,4850.0,1070,2.0
97852,Greater Noida,78.72,4700.0,1675,3.0
97853,Greater Noida,67.7,4299.0,1575,3.0
97854,Greater Noida,76.21,5293.0,1440,3.0
97856,Greater Noida,37.39,3800.0,984,2.0
97857,Noida,3.87,11000.0,3525,4.0
97859,Lucknow,49.0,4000.0,1225,2.0
97860,Ghaziabad,57.25,5000.0,1145,2.0
97861,Ghaziabad,2.06,8300.0,2485,3.0
97862,Greater Noida,53.12,4660.0,1140,2.0
97863,Greater Noida,47.31,3850.0,1229,2.0
97864,Greater Noida,78.75,4716.0,1670,3.0
97866,Greater Noida,71.89,4424.0,1625,3.0
97867,Ghaziabad,17.03,4518.0,377,1.0
97868,Ghaziabad,28.8,2400.0,1200,2.0
97869,Ghaziabad,98.0,4900.0,2000,3.0
97871,Greater Noida,51.89,4850.0,1070,2.0
97872,Greater Noida,78.72,4700.0,1675,3.0
97873,Greater Noida,67.7,4299.0,1575,3.0
97874,Greater Noida,76.21,5293.0,1440,3.0
97876,Greater Noida,37.39,3800.0,984,2.0
97877,Noida,3.87,11000.0,3525,4.0
97879,Lucknow,49.0,4000.0,1225,2.0
97880,Ghaziabad,57.25,5000.0,1145,2.0
97881,Ghaziabad,2.06,8300.0,2485,3.0
97882,Greater Noida,53.12,4660.0,1140,2.0
97883,Greater Noida,47.31,3850.0,1229,2.0
97884,Greater Noida,78.75,4716.0,1670,3.0
97886,Greater Noida,71.89,4424.0,1625,3.0
97887,Ghaziabad,17.03,4518.0,377,1.0
97888,Ghaziabad,28.8,2400.0,1200,2.0
97889,Ghaziabad,98.0,4900.0,2000,3.0
97891,Greater Noida,51.89,4850.0,1070,2.0
97892,Greater Noida,78.72,4700.0,1675,3.0
97893,Greater Noida,67.7,4299.0,1575,3.0
97894,Greater Noida,76.21,5293.0,1440,3.0
97896,Greater Noida,37.39,3800.0,984,2.0
97897,Noida,3.87,11000.0,3525,4.0
97899,Lucknow,49.0,4000.0,1225,2.0
97900,Ghaziabad,57.25,5000.0,1145,2.0
97901,Ghaziabad,2.06,8300.0,2485,3.0
97902,Greater Noida,53.12,4660.0,1140,2.0
97903,Greater Noida,47.31,3850.0,1229,2.0
97904,Greater Noida,78.75,4716.0,1670,3.0
97906,Greater Noida,71.89,4424.0,1625,3.0
97907,Ghaziabad,17.03,4518.0,377,1.0
97908,Ghaziabad,28.8,2400.0,1200,2.0
97909,Ghaziabad,98.0,4900.0,2000,3.0
97911,Greater Noida,51.89,4850.0,1070,2.0
97912,Greater Noida,78.72,4700.0,1675,3.0
97913,Greater Noida,67.7,4299.0,1575,3.0
97914,Greater Noida,76.21,5293.0,1440,3.0
97916,Greater Noida,37.39,3800.0,984,2.0
97917,Noida,3.87,11000.0,3525,4.0
97919,Lucknow,49.0,4000.0,1225,2.0
97920,Ghaziabad,57.25,5000.0,1145,2.0
97921,Ghaziabad,2.06,8300.0,2485,3.0
97922,Greater Noida,53.12,4660.0,1140,2.0
97923,Greater Noida,47.31,3850.0,1229,2.0
97924,Greater Noida,78.75,4716.0,1670,3.0
97926,Greater Noida,71.89,4424.0,1625,3.0
97927,Ghaziabad,17.03,4518.0,377,1.0
97928,Ghaziabad,28.8,2400.0,1200,2.0
97929,Ghaziabad,98.0,4900.0,2000,3.0
97931,Greater Noida,51.89,4850.0,1070,2.0
97932,Greater Noida,78.72,4700.0,1675,3.0
97933,Greater Noida,67.7,4299.0,1575,3.0
97934,Greater Noida,76.21,5293.0,1440,3.0
97936,Greater Noida,37.39,3800.0,984,2.0
97937,Noida,3.87,11000.0,3525,4.0
97939,Lucknow,49.0,4000.0,1225,2.0
97940,Ghaziabad,57.25,5000.0,1145,2.0
97941,Ghaziabad,2.06,8300.0,2485,3.0
97942,Greater Noida,53.12,4660.0,1140,2.0
97943,Greater Noida,47.31,3850.0,1229,2.0
97944,Greater Noida,78.75,4716.0,1670,3.0
97946,Greater Noida,71.89,4424.0,1625,3.0
97947,Ghaziabad,17.03,4518.0,377,1.0
97948,Ghaziabad,28.8,2400.0,1200,2.0
97949,Ghaziabad,98.0,4900.0,2000,3.0
97951,Greater Noida,51.89,4850.0,1070,2.0
97952,Greater Noida,78.72,4700.0,1675,3.0
97953,Greater Noida,67.7,4299.0,1575,3.0
97954,Greater Noida,76.21,5293.0,1440,3.0
97956,Greater Noida,37.39,3800.0,984,2.0
97957,Noida,3.87,11000.0,3525,4.0
97959,Lucknow,49.0,4000.0,1225,2.0
97960,Ghaziabad,57.25,5000.0,1145,2.0
97961,Ghaziabad,2.06,8300.0,2485,3.0
97962,Greater Noida,53.12,4660.0,1140,2.0
97963,Greater Noida,47.31,3850.0,1229,2.0
97964,Greater Noida,78.75,4716.0,1670,3.0
97966,Greater Noida,71.89,4424.0,1625,3.0
97967,Ghaziabad,17.03,4518.0,377,1.0
97968,Ghaziabad,28.8,2400.0,1200,2.0
97969,Ghaziabad,98.0,4900.0,2000,3.0
97971,Greater Noida,51.89,4850.0,1070,2.0
97972,Greater Noida,78.72,4700.0,1675,3.0
97973,Greater Noida,67.7,4299.0,1575,3.0
97974,Greater Noida,76.21,5293.0,1440,3.0
97976,Greater Noida,37.39,3800.0,984,2.0
97977,Noida,3.87,11000.0,3525,4.0
97979,Lucknow,49.0,4000.0,1225,2.0
97980,Ghaziabad,57.25,5000.0,1145,2.0
97981,Ghaziabad,2.06,8300.0,2485,3.0
97982,Greater Noida,53.12,4660.0,1140,2.0
97983,Greater Noida,47.31,3850.0,1229,2.0
97984,Greater Noida,78.75,4716.0,1670,3.0
97986,Greater Noida,71.89,4424.0,1625,3.0
97987,Ghaziabad,17.03,4518.0,377,1.0
97988,Ghaziabad,28.8,2400.0,1200,2.0
97989,Ghaziabad,98.0,4900.0,2000,3.0
97991,Greater Noida,51.89,4850.0,1070,2.0
97992,Greater Noida,78.72,4700.0,1675,3.0
97993,Greater Noida,67.7,4299.0,1575,3.0
97994,Greater Noida,76.21,5293.0,1440,3.0
97996,Greater Noida,37.39,3800.0,984,2.0
97997,Noida,3.87,11000.0,3525,4.0
97999,Lucknow,49.0,4000.0,1225,2.0
98000,Ghaziabad,57.25,5000.0,1145,2.0
98001,Ghaziabad,2.06,8300.0,2485,3.0
98002,Greater Noida,53.12,4660.0,1140,2.0
98003,Greater Noida,47.31,3850.0,1229,2.0
98004,Greater Noida,78.75,4716.0,1670,3.0
98006,Greater Noida,71.89,4424.0,1625,3.0
98007,Ghaziabad,17.03,4518.0,377,1.0
98008,Ghaziabad,28.8,2400.0,1200,2.0
98009,Ghaziabad,98.0,4900.0,2000,3.0
98011,Greater Noida,51.89,4850.0,1070,2.0
98012,Greater Noida,78.72,4700.0,1675,3.0
98013,Greater Noida,67.7,4299.0,1575,3.0
98014,Greater Noida,76.21,5293.0,1440,3.0
98016,Greater Noida,37.39,3800.0,984,2.0
98017,Noida,3.87,11000.0,3525,4.0
98019,Lucknow,49.0,4000.0,1225,2.0
98020,Ghaziabad,57.25,5000.0,1145,2.0
98021,Ghaziabad,2.06,8300.0,2485,3.0
98022,Greater Noida,53.12,4660.0,1140,2.0
98023,Greater Noida,47.31,3850.0,1229,2.0
98024,Greater Noida,78.75,4716.0,1670,3.0
