,City,Total Price,Rupee_per_area(sq-feet),Area,Apartement
700,Ghaziabad,57.25,5000.0,1145,2.0
701,Ghaziabad,2.06,8300.0,2485,3.0
702,Greater Noida,53.12,4660.0,1140,2.0
703,Greater Noida,47.31,3850.0,1229,2.0
704,Greater Noida,78.75,4716.0,1670,3.0
706,Greater Noida,71.89,4424.0,1625,3.0
707,Ghaziabad,17.03,4518.0,377,1.0
708,Ghaziabad,28.8,2400.0,1200,2.0
709,Ghaziabad,98.0,4900.0,2000,3.0
711,Greater Noida,51.89,4850.0,1070,2.0
712,Greater Noida,78.72,4700.0,1675,3.0
713,Greater Noida,67.7,4299.0,1575,3.0
714,Greater Noida,76.21,5293.0,1440,3.0
716,Greater Noida,37.39,3800.0,984,2.0
717,Noida,3.87,11000.0,3525,4.0
719,Lucknow,49.0,4000.0,1225,2.0
720,Ghaziabad,57.25,5000.0,1145,2.0
721,Ghaziabad,2.06,8300.0,2485,3.0
722,Greater Noida,53.12,4660.0,1140,2.0
723,Greater Noida,47.31,3850.0,1229,2.0
724,Greater Noida,78.75,4716.0,1670,3.0
726,Greater Noida,71.89,4424.0,1625,3.0
727,Ghaziabad,17.03,4518.0,377,1.0
728,Ghaziabad,28.8,2400.0,1200,2.0
729,Ghaziabad,98.0,4900.0,2000,3.0
731,Greater Noida,51.89,4850.0,1070,2.0
732,Greater Noida,78.72,4700.0,1675,3.0
733,Greater Noida,67.7,4299.0,1575,3.0
734,Greater Noida,76.21,5293.0,1440,3.0
736,Greater Noida,37.39,3800.0,984,2.0
737,Noida,3.87,11000.0,3525,4.0
739,Lucknow,49.0,4000.0,1225,2.0
740,Ghaziabad,57.25,5000.0,1145,2.0
741,Ghaziabad,2.06,8300.0,2485,3.0
742,Greater Noida,53.12,4660.0,1140,2.0
743,Greater Noida,47.31,3850.0,1229,2.0
744,Greater Noida,78.75,4716.0,1670,3.0
746,Greater Noida,71.89,4424.0,1625,3.0
747,Ghaziabad,17.03,4518.0,377,1.0
748,Ghaziabad,28.8,2400.0,1200,2.0
749,Ghaziabad,98.0,4900.0,2000,3.0
751,Greater Noida,51.89,4850.0,1070,2.0
752,Greater Noida,78.72,4700.0,1675,3.0
753,Greater Noida,67.7,4299.0,1575,3.0
754,Greater Noida,76.21,5293.0,1440,3.0
756,Greater Noida,37.39,3800.0,984,2.0
757,Noida,3.87,11000.0,3525,4.0
759,Lucknow,49.0,4000.0,1225,2.0
760,Ghaziabad,57.25,5000.0,1145,2.0
761,Ghaziabad,2.06,8300.0,2485,3.0
762,Greater Noida,53.12,4660.0,1140,2.0
763,Greater Noida,47.31,3850.0,1229,2.0
764,Greater Noida,78.75,4716.0,1670,3.0
766,Greater Noida,71.89,4424.0,1625,3.0
767,Ghaziabad,17.03,4518.0,377,1.0
768,Ghaziabad,28.8,2400.0,1200,2.0
769,Ghaziabad,98.0,4900.0,2000,3.0
771,Greater Noida,51.89,4850.0,1070,2.0
772,Greater Noida,78.72,4700.0,1675,3.0
773,Greater Noida,67.7,4299.0,1575,3.0
774,Greater Noida,76.21,5293.0,1440,3.0
776,Greater Noida,37.39,3800.0,984,2.0
777,Noida,3.87,11000.0,3525,4.0
779,Lucknow,49.0,4000.0,1225,2.0
780,Ghaziabad,57.25,5000.0,1145,2.0
781,Ghaziabad,2.06,8300.0,2485,3.0
782,Greater Noida,53.12,4660.0,1140,2.0
783,Greater Noida,47.31,3850.0,1229,2.0
784,Greater Noida,78.75,4716.0,1670,3.0
786,Greater Noida,71.89,4424.0,1625,3.0
787,Ghaziabad,17.03,4518.0,377,1.0
788,Ghaziabad,28.8,2400.0,1200,2.0
789,Ghaziabad,98.0,4900.0,2000,3.0
791,Greater Noida,51.89,4850.0,1070,2.0
792,Greater Noida,78.72,4700.0,1675,3.0
793,Greater Noida,67.7,4299.0,1575,3.0
794,Greater Noida,76.21,5293.0,1440,3.0
796,Greater Noida,37.39,3800.0,984,2.0
797,Noida,3.87,11000.0,3525,4.0
799,Lucknow,49.0,4000.0,1225,2.0
800,Ghaziabad,57.25,5000.0,1145,2.0
801,Ghaziabad,2.06,8300.0,2485,3.0
802,Greater Noida,53.12,4660.0,1140,2.0
803,Greater Noida,47.31,3850.0,1229,2.0
804,Greater Noida,78.75,4716.0,1670,3.0
806,Greater Noida,71.89,4424.0,1625,3.0
807,Ghaziabad,17.03,4518.0,377,1.0
808,Ghaziabad,28.8,2400.0,1200,2.0
809,Ghaziabad,98.0,4900.0,2000,3.0
811,Greater Noida,51.89,4850.0,1070,2.0
812,Greater Noida,78.72,4700.0,1675,3.0
813,Greater Noida,67.7,4299.0,1575,3.0
814,Greater Noida,76.21,5293.0,1440,3.0
816,Greater Noida,37.39,3800.0,984,2.0
817,Noida,3.87,11000.0,3525,4.0
819,Lucknow,49.0,4000.0,1225,2.0
820,Ghaziabad,57.25,5000.0,1145,2.0
821,Ghaziabad,2.06,8300.0,2485,3.0
822,Greater Noida,53.12,4660.0,1140,2.0
823,Greater Noida,47.31,3850.0,1229,2.0
824,Greater Noida,78.75,4716.0,1670,3.0
826,Greater Noida,71.89,4424.0,1625,3.0
827,Ghaziabad,17.03,4518.0,377,1.0
828,Ghaziabad,28.8,2400.0,1200,2.0
829,Ghaziabad,98.0,4900.0,2000,3.0
831,Greater Noida,51.89,4850.0,1070,2.0
832,Greater Noida,78.72,4700.0,1675,3.0
833,Greater Noida,67.7,4299.0,1575,3.0
834,Greater Noida,76.21,5293.0,1440,3.0
836,Greater Noida,37.39,3800.0,984,2.0
837,Noida,3.87,11000.0,3525,4.0
839,Lucknow,49.0,4000.0,1225,2.0
840,Ghaziabad,57.25,5000.0,1145,2.0
841,Ghaziabad,2.06,8300.0,2485,3.0
842,Greater Noida,53.12,4660.0,1140,2.0
843,Greater Noida,47.31,3850.0,1229,2.0
844,Greater Noida,78.75,4716.0,1670,3.0
846,Greater Noida,71.89,4424.0,1625,3.0
847,Ghaziabad,17.03,4518.0,377,1.0
848,Ghaziabad,28.8,2400.0,1200,2.0
849,Ghaziabad,98.0,4900.0,2000,3.0
851,Greater Noida,51.89,4850.0,1070,2.0
852,Greater Noida,78.72,4700.0,1675,3.0
853,Greater Noida,67.7,4299.0,1575,3.0
854,Greater Noida,76.21,5293.0,1440,3.0
856,Greater Noida,37.39,3800.0,984,2.0
857,Noida,3.87,11000.0,3525,4.0
859,Lucknow,49.0,4000.0,1225,2.0
860,Ghaziabad,57.25,5000.0,1145,2.0
861,Ghaziabad,2.06,8300.0,2485,3.0
862,Greater Noida,53.12,4660.0,1140,2.0
863,Greater Noida,47.31,3850.0,1229,2.0
864,Greater Noida,78.75,4716.0,1670,3.0
866,Greater Noida,71.89,4424.0,1625,3.0
867,Ghaziabad,17.03,4518.0,377,1.0
868,Ghaziabad,28.8,2400.0,1200,2.0
869,Ghaziabad,98.0,4900.0,2000,3.0
871,Greater Noida,51.89,4850.0,1070,2.0
872,Greater Noida,78.72,4700.0,1675,3.0
873,Greater Noida,67.7,4299.0,1575,3.0
874,Greater Noida,76.21,5293.0,1440,3.0
876,Greater Noida,37.39,3800.0,984,2.0
877,Noida,3.87,11000.0,3525,4.0
879,Lucknow,49.0,4000.0,1225,2.0
880,Ghaziabad,57.25,5000.0,1145,2.0
881,Ghaziabad,2.06,8300.0,2485,3.0
882,Greater Noida,53.12,4660.0,1140,2.0
883,Greater Noida,47.31,3850.0,1229,2.0
884,Greater Noida,78.75,4716.0,1670,3.0
886,Greater Noida,71.89,4424.0,1625,3.0
887,Ghaziabad,17.03,4518.0,377,1.0
888,Ghaziabad,28.8,2400.0,1200,2.0
889,Ghaziabad,98.0,4900.0,2000,3.0
891,Greater Noida,51.89,4850.0,1070,2.0
892,Greater Noida,78.72,4700.0,1675,3.0
893,Greater Noida,67.7,4299.0,1575,3.0
894,Greater Noida,76.21,5293.0,1440,3.0
896,Greater Noida,37.39,3800.0,984,2.0
897,Noida,3.87,11000.0,3525,4.0
899,Lucknow,49.0,4000.0,1225,2.0
900,Ghaziabad,57.25,5000.0,1145,2.0
901,Ghaziabad,2.06,8300.0,2485,3.0
902,Greater Noida,53.12,4660.0,1140,2.0
903,Greater Noida,47.31,3850.0,1229,2.0
904,Greater Noida,78.75,4716.0,1670,3.0
906,Greater Noida,71.89,4424.0,1625,3.0
907,Ghaziabad,17.03,4518.0,377,1.0
908,Ghaziabad,28.8,2400.0,1200,2.0
909,Ghaziabad,98.0,4900.0,2000,3.0
911,Greater Noida,51.89,4850.0,1070,2.0
912,Greater Noida,78.72,4700.0,1675,3.0
913,Greater Noida,67.7,4299.0,1575,3.0
914,Greater Noida,76.21,5293.0,1440,3.0
916,Greater Noida,37.39,3800.0,984,2.0
917,Noida,3.87,11000.0,3525,4.0
919,Lucknow,49.0,4000.0,1225,2.0
920,Ghaziabad,57.25,5000.0,1145,2.0
921,Ghaziabad,2.06,8300.0,2485,3.0
922,Greater Noida,53.12,4660.0,1140,2.0
923,Greater Noida,47.31,3850.0,1229,2.0
924,Greater Noida,78.75,4716.0,1670,3.0
926,Greater Noida,71.89,4424.0,1625,3.0
927,Ghaziabad,17.03,4518.0,377,1.0
928,Ghaziabad,28.8,2400.0,1200,2.0
929,Ghaziabad,98.0,4900.0,2000,3.0
931,Greater Noida,51.89,4850.0,1070,2.0
932,Greater Noida,78.72,4700.0,1675,3.0
933,Greater Noida,67.7,4299.0,1575,3.0
934,Greater Noida,76.21,5293.0,1440,3.0
936,Greater Noida,37.39,3800.0,984,2.0
937,Noida,3.87,11000.0,3525,4.0
939,Lucknow,49.0,4000.0,1225,2.0
940,Ghaziabad,57.25,5000.0,1145,2.0
941,Ghaziabad,2.06,8300.0,2485,3.0
942,Greater Noida,53.12,4660.0,1140,2.0
943,Greater Noida,47.31,3850.0,1229,2.0
944,Greater Noida,78.75,4716.0,1670,3.0
946,Greater Noida,71.89,4424.0,1625,3.0
947,Ghaziabad,17.03,4518.0,377,1.0
948,Ghaziabad,28.8,2400.0,1200,2.0
949,Ghaziabad,98.0,4900.0,2000,3.0
951,Greater Noida,51.89,4850.0,1070,2.0
952,Greater Noida,78.72,4700.0,1675,3.0
953,Greater Noida,67.7,4299.0,1575,3.0
954,Greater Noida,76.21,5293.0,1440,3.0
956,Greater Noida,37.39,3800.0,984,2.0
957,Noida,3.87,11000.0,3525,4.0
959,Lucknow,49.0,4000.0,1225,2.0
960,Ghaziabad,57.25,5000.0,1145,2.0
961,Ghaziabad,2.06,8300.0,2485,3.0
962,Greater Noida,53.12,4660.0,1140,2.0
963,Greater Noida,47.31,3850.0,1229,2.0
964,Greater Noida,78.75,4716.0,1670,3.0
966,Greater Noida,71.89,4424.0,1625,3.0
967,Ghaziabad,17.03,4518.0,377,1.0
968,Ghaziabad,28.8,2400.0,1200,2.0
969,Ghaziabad,98.0,4900.0,2000,3.0
971,Greater Noida,51.89,4850.0,1070,2.0
972,Greater Noida,78.72,4700.0,1675,3.0
973,Greater Noida,67.7,4299.0,1575,3.0
974,Greater Noida,76.21,5293.0,1440,3.0
976,Greater Noida,37.39,3800.0,984,2.0
977,Noida,3.87,11000.0,3525,4.0
979,Lucknow,49.0,4000.0,1225,2.0
980,Ghaziabad,57.25,5000.0,1145,2.0
981,Ghaziabad,2.06,8300.0,2485,3.0
982,Greater Noida,53.12,4660.0,1140,2.0
983,Greater Noida,47.31,3850.0,1229,2.0
984,Greater Noida,78.75,4716.0,1670,3.0
986,Greater Noida,71.89,4424.0,1625,3.0
987,Ghaziabad,17.03,4518.0,377,1.0
988,Ghaziabad,28.8,2400.0,1200,2.0
989,Ghaziabad,98.0,4900.0,2000,3.0
991,Greater Noida,51.89,4850.0,1070,2.0
992,Greater Noida,78.72,4700.0,1675,3.0
993,Greater Noida,67.7,4299.0,1575,3.0
994,Greater Noida,76.21,5293.0,1440,3.0
996,Greater Noida,37.39,3800.0,984,2.0
997,Noida,3.87,11000.0,3525,4.0
999,Lucknow,49.0,4000.0,1225,2.0
1000,Ghaziabad,57.25,5000.0,1145,2.0
1001,Ghaziabad,2.06,8300.0,2485,3.0
1002,Greater Noida,53.12,4660.0,1140,2.0
1003,Greater Noida,47.31,3850.0,1229,2.0
1004,Greater Noida,78.75,4716.0,1670,3.0
1006,Greater Noida,71.89,4424.0,1625,3.0
1007,Ghaziabad,17.03,4518.0,377,1.0
1008,Ghaziabad,28.8,2400.0,1200,2.0
1009,Ghaziabad,98.0,4900.0,2000,3.0
1011,Greater Noida,51.89,4850.0,1070,2.0
1012,Greater Noida,78.72,4700.0,1675,3.0
1013,Greater Noida,67.7,4299.0,1575,3.0
1014,Greater Noida,76.21,5293.0,1440,3.0
1016,Greater Noida,37.39,3800.0,984,2.0
1017,Noida,3.87,11000.0,3525,4.0
1019,Lucknow,49.0,4000.0,1225,2.0
1020,Ghaziabad,57.25,5000.0,1145,2.0
1021,Ghaziabad,2.06,8300.0,2485,3.0
1022,Greater Noida,53.12,4660.0,1140,2.0
1023,Greater Noida,47.31,3850.0,1229,2.0
1024,Greater Noida,78.75,4716.0,1670,3.0
1026,Greater Noida,71.89,4424.0,1625,3.0
1027,Ghaziabad,17.03,4518.0,377,1.0
1028,Ghaziabad,28.8,2400.0,1200,2.0
1029,Ghaziabad,98.0,4900.0,2000,3.0
1031,Greater Noida,51.89,4850.0,1070,2.0
1032,Greater Noida,78.72,4700.0,1675,3.0
1033,Greater Noida,67.7,4299.0,1575,3.0
1034,Greater Noida,76.21,5293.0,1440,3.0
1036,Greater Noida,37.39,3800.0,984,2.0
1037,Noida,3.87,11000.0,3525,4.0
1039,Lucknow,49.0,4000.0,1225,2.0
1040,Ghaziabad,57.25,5000.0,1145,2.0
1041,Ghaziabad,2.06,8300.0,2485,3.0
1042,Greater Noida,53.12,4660.0,1140,2.0
1043,Greater Noida,47.31,3850.0,1229,2.0
1044,Greater Noida,78.75,4716.0,1670,3.0
1046,Greater Noida,71.89,4424.0,1625,3.0
1047,Ghaziabad,17.03,4518.0,377,1.0
1048,Ghaziabad,28.8,2400.0,1200,2.0
1049,Ghaziabad,98.0,4900.0,2000,3.0
1051,Greater Noida,51.89,4850.0,1070,2.0
1052,Greater Noida,78.72,4700.0,1675,3.0
1053,Greater Noida,67.7,4299.0,1575,3.0
1054,Greater Noida,76.21,5293.0,1440,3.0
1056,Greater Noida,37.39,3800.0,984,2.0
1057,Noida,3.87,11000.0,3525,4.0
1059,Lucknow,49.0,4000.0,1225,2.0
1060,Ghaziabad,57.25,5000.0,1145,2.0
1061,Ghaziabad,2.06,8300.0,2485,3.0
1062,Greater Noida,53.12,4660.0,1140,2.0
1063,Greater Noida,47.31,3850.0,1229,2.0
1064,Greater Noida,78.75,4716.0,1670,3.0
1066,Greater Noida,71.89,4424.0,1625,3.0
1067,Ghaziabad,17.03,4518.0,377,1.0
1068,Ghaziabad,28.8,2400.0,1200,2.0
1069,Ghaziabad,98.0,4900.0,2000,3.0
1071,Greater Noida,51.89,4850.0,1070,2.0
1072,Greater Noida,78.72,4700.0,1675,3.0
1073,Greater Noida,67.7,4299.0,1575,3.0
1074,Greater Noida,76.21,5293.0,1440,3.0
1076,Greater Noida,37.39,3800.0,984,2.0
1077,Noida,3.87,11000.0,3525,4.0
1079,Lucknow,49.0,4000.0,1225,2.0
1080,Ghaziabad,57.25,5000.0,1145,2.0
1081,Ghaziabad,2.06,8300.0,2485,3.0
1082,Greater Noida,53.12,4660.0,1140,2.0
1083,Greater Noida,47.31,3850.0,1229,2.0
1084,Greater Noida,78.75,4716.0,1670,3.0
1086,Greater Noida,71.89,4424.0,1625,3.0
1087,Ghaziabad,17.03,4518.0,377,1.0
1088,Ghaziabad,28.8,2400.0,1200,2.0
1089,Ghaziabad,98.0,4900.0,2000,3.0
1091,Greater Noida,51.89,4850.0,1070,2.0
1092,Greater Noida,78.72,4700.0,1675,3.0
1093,Greater Noida,67.7,4299.0,1575,3.0
1094,Greater Noida,76.21,5293.0,1440,3.0
1096,Greater Noida,37.39,3800.0,984,2.0
1097,Noida,3.87,11000.0,3525,4.0
1099,Lucknow,49.0,4000.0,1225,2.0
1100,Ghaziabad,57.25,5000.0,1145,2.0
1101,Ghaziabad,2.06,8300.0,2485,3.0
1102,Greater Noida,53.12,4660.0,1140,2.0
1103,Greater Noida,47.31,3850.0,1229,2.0
1104,Greater Noida,78.75,4716.0,1670,3.0
1106,Greater Noida,71.89,4424.0,1625,3.0
1107,Ghaziabad,17.03,4518.0,377,1.0
1108,Ghaziabad,28.8,2400.0,1200,2.0
1109,Ghaziabad,98.0,4900.0,2000,3.0
1111,Greater Noida,51.89,4850.0,1070,2.0
1112,Greater Noida,78.72,4700.0,1675,3.0
1113,Greater Noida,67.7,4299.0,1575,3.0
1114,Greater Noida,76.21,5293.0,1440,3.0
1116,Greater Noida,37.39,3800.0,984,2.0
1117,Noida,3.87,11000.0,3525,4.0
1119,Lucknow,49.0,4000.0,1225,2.0
1120,Ghaziabad,57.25,5000.0,1145,2.0
1121,Ghaziabad,2.06,8300.0,2485,3.0
1122,Greater Noida,53.12,4660.0,1140,2.0
1123,Greater Noida,47.31,3850.0,1229,2.0
1124,Greater Noida,78.75,4716.0,1670,3.0
1126,Greater Noida,71.89,4424.0,1625,3.0
1127,Ghaziabad,17.03,4518.0,377,1.0
1128,Ghaziabad,28.8,2400.0,1200,2.0
1129,Ghaziabad,98.0,4900.0,2000,3.0
1131,Greater Noida,51.89,4850.0,1070,2.0
1132,Greater Noida,78.72,4700.0,1675,3.0
1133,Greater Noida,67.7,4299.0,1575,3.0
1134,Greater Noida,76.21,5293.0,1440,3.0
1136,Greater Noida,37.39,3800.0,984,2.0
1137,Noida,3.87,11000.0,3525,4.0
1139,Lucknow,49.0,4000.0,1225,2.0
1140,Ghaziabad,57.25,5000.0,1145,2.0
1141,Ghaziabad,2.06,8300.0,2485,3.0
1142,Greater Noida,53.12,4660.0,1140,2.0
1143,Greater Noida,47.31,3850.0,1229,2.0
1144,Greater Noida,78.75,4716.0,1670,3.0
1146,Greater Noida,71.89,4424.0,1625,3.0
1147,Ghaziabad,17.03,4518.0,377,1.0
1148,Ghaziabad,28.8,2400.0,1200,2.0
1149,Ghaziabad,98.0,4900.0,2000,3.0
1151,Greater Noida,51.89,4850.0,1070,2.0
1152,Greater Noida,78.72,4700.0,1675,3.0
1153,Greater Noida,67.7,4299.0,1575,3.0
1154,Greater Noida,76.21,5293.0,1440,3.0
1156,Greater Noida,37.39,3800.0,984,2.0
1157,Noida,3.87,11000.0,3525,4.0
1159,Lucknow,49.0,4000.0,1225,2.0
1160,Ghaziabad,57.25,5000.0,1145,2.0
1161,Ghaziabad,2.06,8300.0,2485,3.0
1162,Greater Noida,53.12,4660.0,1140,2.0
1163,Greater Noida,47.31,3850.0,1229,2.0
1164,Greater Noida,78.75,4716.0,1670,3.0
1166,Greater Noida,71.89,4424.0,1625,3.0
1167,Ghaziabad,17.03,4518.0,377,1.0
1168,Ghaziabad,28.8,2400.0,1200,2.0
1169,Ghaziabad,98.0,4900.0,2000,3.0
1171,Greater Noida,51.89,4850.0,1070,2.0
1172,Greater Noida,78.72,4700.0,1675,3.0
1173,Greater Noida,67.7,4299.0,1575,3.0
1174,Greater Noida,76.21,5293.0,1440,3.0
1176,Greater Noida,37.39,3800.0,984,2.0
1177,Noida,3.87,11000.0,3525,4.0
1179,Lucknow,49.0,4000.0,1225,2.0
1180,Ghaziabad,57.25,5000.0,1145,2.0
1181,Ghaziabad,2.06,8300.0,2485,3.0
1182,Greater Noida,53.12,4660.0,1140,2.0
1183,Greater Noida,47.31,3850.0,1229,2.0
1184,Greater Noida,78.75,4716.0,1670,3.0
1186,Greater Noida,71.89,4424.0,1625,3.0
1187,Ghaziabad,17.03,4518.0,377,1.0
1188,Ghaziabad,28.8,2400.0,1200,2.0
1189,Ghaziabad,98.0,4900.0,2000,3.0
1191,Greater Noida,51.89,4850.0,1070,2.0
1192,Greater Noida,78.72,4700.0,1675,3.0
1193,Greater Noida,67.7,4299.0,1575,3.0
1194,Greater Noida,76.21,5293.0,1440,3.0
1196,Greater Noida,37.39,3800.0,984,2.0
1197,Noida,3.87,11000.0,3525,4.0
1199,Lucknow,49.0,4000.0,1225,2.0
1200,Ghaziabad,57.25,5000.0,1145,2.0
1201,Ghaziabad,2.06,8300.0,2485,3.0
1202,Greater Noida,53.12,4660.0,1140,2.0
1203,Greater Noida,47.31,3850.0,1229,2.0
1204,Greater Noida,78.75,4716.0,1670,3.0
1206,Greater Noida,71.89,4424.0,1625,3.0
1207,Ghaziabad,17.03,4518.0,377,1.0
1208,Ghaziabad,28.8,2400.0,1200,2.0
1209,Ghaziabad,98.0,4900.0,2000,3.0
1211,Greater Noida,51.89,4850.0,1070,2.0
1212,Greater Noida,78.72,4700.0,1675,3.0
1213,Greater Noida,67.7,4299.0,1575,3.0
1214,Greater Noida,76.21,5293.0,1440,3.0
1216,Greater Noida,37.39,3800.0,984,2.0
1217,Noida,3.87,11000.0,3525,4.0
1219,Lucknow,49.0,4000.0,1225,2.0
1220,Ghaziabad,57.25,5000.0,1145,2.0
1221,Ghaziabad,2.06,8300.0,2485,3.0
1222,Greater Noida,53.12,4660.0,1140,2.0
1223,Greater Noida,47.31,3850.0,1229,2.0
1224,Greater Noida,78.75,4716.0,1670,3.0
1226,Greater Noida,71.89,4424.0,1625,3.0
1227,Ghaziabad,17.03,4518.0,377,1.0
1228,Ghaziabad,28.8,2400.0,1200,2.0
1229,Ghaziabad,98.0,4900.0,2000,3.0
1231,Greater Noida,51.89,4850.0,1070,2.0
1232,Greater Noida,78.72,4700.0,1675,3.0
1233,Greater Noida,67.7,4299.0,1575,3.0
1234,Greater Noida,76.21,5293.0,1440,3.0
1236,Greater Noida,37.39,3800.0,984,2.0
1237,Noida,3.87,11000.0,3525,4.0
1239,Lucknow,49.0,4000.0,1225,2.0
1240,Ghaziabad,57.25,5000.0,1145,2.0
1241,Ghaziabad,2.06,8300.0,2485,3.0
1242,Greater Noida,53.12,4660.0,1140,2.0
1243,Greater Noida,47.31,3850.0,1229,2.0
1244,Greater Noida,78.75,4716.0,1670,3.0
1246,Greater Noida,71.89,4424.0,1625,3.0
1247,Ghaziabad,17.03,4518.0,377,1.0
1248,Ghaziabad,28.8,2400.0,1200,2.0
1249,Ghaziabad,98.0,4900.0,2000,3.0
1251,Greater Noida,51.89,4850.0,1070,2.0
1252,Greater Noida,78.72,4700.0,1675,3.0
1253,Greater Noida,67.7,4299.0,1575,3.0
1254,Greater Noida,76.21,5293.0,1440,3.0
1256,Greater Noida,37.39,3800.0,984,2.0
1257,Noida,3.87,11000.0,3525,4.0
1259,Lucknow,49.0,4000.0,1225,2.0
1260,Ghaziabad,57.25,5000.0,1145,2.0
1261,Ghaziabad,2.06,8300.0,2485,3.0
1262,Greater Noida,53.12,4660.0,1140,2.0
1263,Greater Noida,47.31,3850.0,1229,2.0
1264,Greater Noida,78.75,4716.0,1670,3.0
1266,Greater Noida,71.89,4424.0,1625,3.0
1267,Ghaziabad,17.03,4518.0,377,1.0
1268,Ghaziabad,28.8,2400.0,1200,2.0
1269,Ghaziabad,98.0,4900.0,2000,3.0
1271,Greater Noida,51.89,4850.0,1070,2.0
1272,Greater Noida,78.72,4700.0,1675,3.0
1273,Greater Noida,67.7,4299.0,1575,3.0
1274,Greater Noida,76.21,5293.0,1440,3.0
1276,Greater Noida,37.39,3800.0,984,2.0
1277,Noida,3.87,11000.0,3525,4.0
1279,Lucknow,49.0,4000.0,1225,2.0
1280,Ghaziabad,57.25,5000.0,1145,2.0
1281,Ghaziabad,2.06,8300.0,2485,3.0
1282,Greater Noida,53.12,4660.0,1140,2.0
1283,Greater Noida,47.31,3850.0,1229,2.0
1284,Greater Noida,78.75,4716.0,1670,3.0
1286,Greater Noida,71.89,4424.0,1625,3.0
1287,Ghaziabad,17.03,4518.0,377,1.0
1288,Ghaziabad,28.8,2400.0,1200,2.0
1289,Ghaziabad,98.0,4900.0,2000,3.0
1291,Greater Noida,51.89,4850.0,1070,2.0
1292,Greater Noida,78.72,4700.0,1675,3.0
1293,Greater Noida,67.7,4299.0,1575,3.0
1294,Greater Noida,76.21,5293.0,1440,3.0
1296,Greater Noida,37.39,3800.0,984,2.0
1297,Noida,3.87,11000.0,3525,4.0
1299,Lucknow,49.0,4000.0,1225,2.0
1300,Ghaziabad,57.25,5000.0,1145,2.0
1301,Ghaziabad,2.06,8300.0,2485,3.0
1302,Greater Noida,53.12,4660.0,1140,2.0
1303,Greater Noida,47.31,3850.0,1229,2.0
1304,Greater Noida,78.75,4716.0,1670,3.0
1306,Greater Noida,71.89,4424.0,1625,3.0
1307,Ghaziabad,17.03,4518.0,377,1.0
1308,Ghaziabad,28.8,2400.0,1200,2.0
1309,Ghaziabad,98.0,4900.0,2000,3.0
1311,Greater Noida,51.89,4850.0,1070,2.0
1312,Greater Noida,78.72,4700.0,1675,3.0
1313,Greater Noida,67.7,4299.0,1575,3.0
1314,Greater Noida,76.21,5293.0,1440,3.0
1316,Greater Noida,37.39,3800.0,984,2.0
1317,Noida,3.87,11000.0,3525,4.0
1319,Lucknow,49.0,4000.0,1225,2.0
1320,Ghaziabad,57.25,5000.0,1145,2.0
1321,Ghaziabad,2.06,8300.0,2485,3.0
1322,Greater Noida,53.12,4660.0,1140,2.0
1323,Greater Noida,47.31,3850.0,1229,2.0
1324,Greater Noida,78.75,4716.0,1670,3.0
1326,Greater Noida,71.89,4424.0,1625,3.0
1327,Ghaziabad,17.03,4518.0,377,1.0
1328,Ghaziabad,28.8,2400.0,1200,2.0
1329,Ghaziabad,98.0,4900.0,2000,3.0
1331,Greater Noida,51.89,4850.0,1070,2.0
1332,Greater Noida,78.72,4700.0,1675,3.0
1333,Greater Noida,67.7,4299.0,1575,3.0
1334,Greater Noida,76.21,5293.0,1440,3.0
1336,Greater Noida,37.39,3800.0,984,2.0
1337,Noida,3.87,11000.0,3525,4.0
1339,Lucknow,49.0,4000.0,1225,2.0
1340,Ghaziabad,57.25,5000.0,1145,2.0
1341,Ghaziabad,2.06,8300.0,2485,3.0
1342,Greater Noida,53.12,4660.0,1140,2.0
1343,Greater Noida,47.31,3850.0,1229,2.0
1344,Greater Noida,78.75,4716.0,1670,3.0
1346,Greater Noida,71.89,4424.0,1625,3.0
1347,Ghaziabad,17.03,4518.0,377,1.0
1348,Ghaziabad,28.8,2400.0,1200,2.0
1349,Ghaziabad,98.0,4900.0,2000,3.0
1351,Greater Noida,51.89,4850.0,1070,2.0
1352,Greater Noida,78.72,4700.0,1675,3.0
1353,Greater Noida,67.7,4299.0,1575,3.0
1354,Greater Noida,76.21,5293.0,1440,3.0
1356,Greater Noida,37.39,3800.0,984,2.0
1357,Noida,3.87,11000.0,3525,4.0
1359,Lucknow,49.0,4000.0,1225,2.0
1360,Ghaziabad,57.25,5000.0,1145,2.0
1361,Ghaziabad,2.06,8300.0,2485,3.0
1362,Greater Noida,53.12,4660.0,1140,2.0
1363,Greater Noida,47.31,3850.0,1229,2.0
1364,Greater Noida,78.75,4716.0,1670,3.0
1366,Greater Noida,71.89,4424.0,1625,3.0
1367,Ghaziabad,17.03,4518.0,377,1.0
1368,Ghaziabad,28.8,2400.0,1200,2.0
1369,Ghaziabad,98.0,4900.0,2000,3.0
1371,Greater Noida,51.89,4850.0,1070,2.0
1372,Greater Noida,78.72,4700.0,1675,3.0
1373,Greater Noida,67.7,4299.0,1575,3.0
1374,Greater Noida,76.21,5293.0,1440,3.0
1376,Greater Noida,37.39,3800.0,984,2.0
1377,Noida,3.87,11000.0,3525,4.0
1379,Lucknow,49.0,4000.0,1225,2.0
1380,Ghaziabad,57.25,5000.0,1145,2.0
1381,Ghaziabad,2.06,8300.0,2485,3.0
1382,Greater Noida,53.12,4660.0,1140,2.0
